Santa Clara,19684.0,293.0,74,6,2020-09-16
Santa Clara,19825.0,295.0,141,2,2020-09-17
Santa Clara,20058.0,295.0,233,0,2020-09-18
Santa Clara,20170.0,296.0,112,1,2020-09-19
Santa Clara,20330.0,296.0,160,0,2020-09-20
Santa Clara,20432.0,297.0,102,1,2020-09-21
Santa Clara,20514.0,299.0,82,2,2020-09-22
Santa Clara,20575.0,300.0,61,1,2020-09-23
Santa Clara,20689.0,304.0,114,4,2020-09-24
Santa Clara,20812.0,306.0,123,2,2020-09-25
Santa Clara,20967.0,311.0,155,5,2020-09-26
Santa Clara,21091.0,312.0,124,1,2020-09-27
Santa Clara,21180.0,314.0,89,2,2020-09-28
Santa Clara,21233.0,318.0,53,4,2020-09-29
Santa Clara,21318.0,322.0,85,4,2020-09-30
Santa Clara,21398.0,325.0,80,3,2020-10-01
Santa Clara,21545.0,330.0,147,5,2020-10-02
Santa Clara,21672.0,333.0,127,3,2020-10-03
Santa Clara,21780.0,344.0,108,11,2020-10-04
Santa Clara,21861.0,345.0,81,1,2020-10-05
Santa Clara,21914.0,347.0,53,2,2020-10-06
Santa Clara,21993.0,353.0,79,6,2020-10-07
Santa Clara,22095.0,354.0,102,1,2020-10-08
Santa Clara,22251.0,357.0,156,3,2020-10-09
Santa Clara,22354.0,357.0,103,0,2020-10-10
Santa Clara,22487.0,357.0,133,0,2020-10-11
Santa Clara,22578.0,362.0,91,5,2020-10-12
Santa Clara,22678.0,363.0,100,1,2020-10-13
Santa Clara,22735.0,363.0,57,0,2020-10-14
Santa Clara,22808.0,367.0,73,4,2020-10-15
Santa Clara,22920.0,373.0,112,6,2020-10-16
San Mateo,8944.0,142.0,49,0,2020-09-16
San Mateo,8984.0,142.0,40,0,2020-09-17
San Mateo,9062.0,142.0,78,0,2020-09-18
San Mateo,9158.0,143.0,96,1,2020-09-19
San Mateo,9198.0,143.0,40,0,2020-09-20
San Mateo,9239.0,143.0,41,0,2020-09-21
San Mateo,9291.0,144.0,52,1,2020-09-22
San Mateo,9351.0,144.0,60,0,2020-09-23
San Mateo,9376.0,144.0,25,0,2020-09-24
San Mateo,9447.0,150.0,71,6,2020-09-25
San Mateo,9509.0,150.0,62,0,2020-09-26
San Mateo,9566.0,150.0,57,0,2020-09-27
San Mateo,9582.0,150.0,16,0,2020-09-28
San Mateo,9619.0,150.0,37,0,2020-09-29
San Mateo,9634.0,150.0,15,0,2020-09-30
San Mateo,9681.0,150.0,47,0,2020-10-01
San Mateo,9745.0,152.0,64,2,2020-10-02
San Mateo,9822.0,152.0,77,0,2020-10-03
San Mateo,9858.0,152.0,36,0,2020-10-04
San Mateo,9896.0,152.0,38,0,2020-10-05
San Mateo,9934.0,154.0,38,2,2020-10-06
San Mateo,9980.0,154.0,46,0,2020-10-07
San Mateo,10044.0,154.0,64,0,2020-10-08
San Mateo,10140.0,155.0,96,1,2020-10-09
San Mateo,10218.0,155.0,78,0,2020-10-10
San Mateo,10240.0,155.0,22,0,2020-10-11
San Mateo,10262.0,155.0,22,0,2020-10-12
San Mateo,10286.0,155.0,24,0,2020-10-13
San Mateo,10309.0,155.0,23,0,2020-10-14
San Mateo,10340.0,155.0,31,0,2020-10-15
San Mateo,10405.0,157.0,65,2,2020-10-16
Santa Barbara,8764.0,109.0,40,2,2020-09-16
Santa Barbara,8779.0,109.0,15,0,2020-09-17
Santa Barbara,8824.0,110.0,45,1,2020-09-18
Santa Barbara,8862.0,110.0,38,0,2020-09-19
Santa Barbara,8880.0,110.0,18,0,2020-09-20
Santa Barbara,8911.0,110.0,31,0,2020-09-21
Santa Barbara,8927.0,111.0,16,1,2020-09-22
Santa Barbara,8952.0,113.0,25,2,2020-09-23
Santa Barbara,8988.0,113.0,36,0,2020-09-24
Santa Barbara,9026.0,113.0,38,0,2020-09-25
Santa Barbara,9061.0,113.0,35,0,2020-09-26
Santa Barbara,9090.0,113.0,29,0,2020-09-27
Santa Barbara,9121.0,113.0,31,0,2020-09-28
Santa Barbara,9149.0,113.0,28,0,2020-09-29
Santa Barbara,9186.0,114.0,37,1,2020-09-30
Santa Barbara,9215.0,115.0,29,1,2020-10-01
Santa Barbara,9234.0,115.0,19,0,2020-10-02
Santa Barbara,9256.0,115.0,22,0,2020-10-03
Santa Barbara,9276.0,115.0,20,0,2020-10-04
Santa Barbara,9309.0,115.0,33,0,2020-10-05
Santa Barbara,9331.0,115.0,22,0,2020-10-06
Santa Barbara,9350.0,115.0,19,0,2020-10-07
Santa Barbara,9374.0,115.0,24,0,2020-10-08
Santa Barbara,9396.0,116.0,22,1,2020-10-09
Santa Barbara,9417.0,116.0,21,0,2020-10-10
Santa Barbara,9440.0,116.0,23,0,2020-10-11
Santa Barbara,9462.0,116.0,22,0,2020-10-12
Santa Barbara,9489.0,116.0,27,0,2020-10-13
Santa Barbara,9509.0,117.0,20,1,2020-10-14
Santa Barbara,9526.0,118.0,17,1,2020-10-15
Santa Barbara,9549.0,119.0,23,1,2020-10-16
Tuolumne,210.0,3.0,1,0,2020-09-16
Tuolumne,214.0,4.0,4,1,2020-09-17
Tuolumne,216.0,4.0,2,0,2020-09-18
Tuolumne,217.0,4.0,1,0,2020-09-19
Tuolumne,221.0,4.0,4,0,2020-09-20
Tuolumne,221.0,4.0,0,0,2020-09-21
Tuolumne,224.0,4.0,3,0,2020-09-22
Tuolumne,223.0,4.0,-1,0,2020-09-23
Tuolumne,224.0,4.0,1,0,2020-09-24
Tuolumne,223.0,4.0,-1,0,2020-09-25
Tuolumne,223.0,4.0,0,0,2020-09-26
Tuolumne,224.0,4.0,1,0,2020-09-27
Tuolumne,225.0,4.0,1,0,2020-09-28
Tuolumne,224.0,4.0,-1,0,2020-09-29
Tuolumne,224.0,4.0,0,0,2020-09-30
Tuolumne,223.0,4.0,-1,0,2020-10-01
Tuolumne,225.0,4.0,2,0,2020-10-02
Tuolumne,224.0,4.0,-1,0,2020-10-03
Tuolumne,226.0,4.0,2,0,2020-10-04
Tuolumne,226.0,4.0,0,0,2020-10-05
Tuolumne,227.0,4.0,1,0,2020-10-06
Tuolumne,227.0,4.0,0,0,2020-10-07
Tuolumne,230.0,4.0,3,0,2020-10-08
Tuolumne,230.0,4.0,0,0,2020-10-09
Tuolumne,233.0,4.0,3,0,2020-10-10
Tuolumne,234.0,4.0,1,0,2020-10-11
Tuolumne,234.0,4.0,0,0,2020-10-12
Tuolumne,235.0,4.0,1,0,2020-10-13
Tuolumne,236.0,4.0,1,0,2020-10-14
Tuolumne,236.0,4.0,0,0,2020-10-15
Tuolumne,237.0,4.0,1,0,2020-10-16
Sierra,6.0,0.0,0,0,2020-09-16
Sierra,6.0,0.0,0,0,2020-09-17
Sierra,6.0,0.0,0,0,2020-09-18
Sierra,6.0,0.0,0,0,2020-09-19
Sierra,6.0,0.0,0,0,2020-09-20
Sierra,6.0,0.0,0,0,2020-09-21
Sierra,6.0,0.0,0,0,2020-09-22
Sierra,6.0,0.0,0,0,2020-09-23
Sierra,6.0,0.0,0,0,2020-09-24
Sierra,6.0,0.0,0,0,2020-09-25
Sierra,6.0,0.0,0,0,2020-09-26
Sierra,6.0,0.0,0,0,2020-09-27
Sierra,6.0,0.0,0,0,2020-09-28
Sierra,6.0,0.0,0,0,2020-09-29
Sierra,6.0,0.0,0,0,2020-09-30
Sierra,6.0,0.0,0,0,2020-10-01
Sierra,6.0,0.0,0,0,2020-10-02
Sierra,6.0,0.0,0,0,2020-10-03
Sierra,6.0,0.0,0,0,2020-10-04
Sierra,6.0,0.0,0,0,2020-10-05
Sierra,6.0,0.0,0,0,2020-10-06
Sierra,6.0,0.0,0,0,2020-10-07
Sierra,6.0,0.0,0,0,2020-10-08
Sierra,6.0,0.0,0,0,2020-10-09
Sierra,6.0,0.0,0,0,2020-10-10
Sierra,6.0,0.0,0,0,2020-10-11
Sierra,6.0,0.0,0,0,2020-10-12
Sierra,6.0,0.0,0,0,2020-10-13
Sierra,6.0,0.0,0,0,2020-10-14
Sierra,6.0,0.0,0,0,2020-10-15
Sierra,6.0,0.0,0,0,2020-10-16
Placer,3351.0,40.0,20,1,2020-09-16
Placer,3368.0,41.0,17,1,2020-09-17
Placer,3389.0,41.0,21,0,2020-09-18
Placer,3412.0,41.0,23,0,2020-09-19
Placer,3452.0,41.0,40,0,2020-09-20
